FKZ;Ressort;Referat;PT;Arb.-Einh.;Zuwendungsempfaenger;Gemeindekennziffer;Stadt/Gemeinde;Ort;Land;Staat;AusfuehrendeStelle;Gemeindekennziffer_1;Stadt/Gemeinde_2;Ort_3;Land_4;Staat_5;Thema;Leistungsplansystematik;KlartextLeistungsplansystematik;LaufzeitVon;LaufzeitBis;FoerdersummeInEUR;Foerderprofil;Verbundprojekt
16SV669 /7;BMBF;522;PT-VDI/VDE;TZ-MS;Zuken GmbH;5774032;Paderborn, Stadt;Paderborn;Nordrhein-Westfalen;;Zuken GmbH;5774032;Paderborn, Stadt;Paderborn;Nordrhein-Westfalen;;Verbundprojekt: Faseroptischer Feldsensor (EMV-Sensor) - Teilvorhaben: Entwurfsprozessbegleitende Messung elektrischer und magnetischer Felder durch Anwendung hochempfindlicher Feldsonden;GD3182;Entwicklung von Standardbauteilen von Mikrosystemen;1011997;31101999;48201;Technologie- und Innovationsfoerderung;Faseroptischer Feldsensor (EMV-Sensor)
16SV670 /7;BMBF;522;PT-VDI/VDE;TZ-MS;Frank Optic Products GmbH optische Technologien;11000000;Berlin, Stadt;Berlin;Berlin;;Frank Optic Products GmbH optische Technologien;11000000;Berlin, Stadt;Berlin;Berlin;;Verbundprojekt: Faseroptischer Feldsensor (EMV-Sensor) - Teilvorhaben: Faser-Chip-Kopplung;GD3182;Entwicklung von Standardbauteilen von Mikrosystemen;1011997;31101999;64678;Technologie- und Innovationsfoerderung;Faseroptischer Feldsensor (EMV-Sensor)
21LB260 /2;BMBF;314;BIBB;AB 4.3;Verein zur Foerderung des ueberbetrieblichen Ausbildungszentrums Waren e.V.;13071156;Waren (Mueritz), Stadt;Waren (Mueritz);Mecklenburg-Vorpommern;;Verein zur Foerderung des ueberbetrieblichen Ausbildungszentrums Waren e.V.;13071156;Waren (Mueritz), Stadt;Waren (Mueritz);Mecklenburg-Vorpommern;;ueberbetriebliches Ausbildungszentrum Waren;YB3000;ueberbetriebliche berufliche Ausbildungsstaetten;15041997;31121999;958805;uebrige, nicht FuE-relevante Bildungsausgaben (ohne BAfoeG);
16SV649 /0;BMBF;522;PT-VDI/VDE;TZ-MS;Rheinisch-Westfaelische Technische Hochschule Aachen;5334002;Aachen, Stadt;Aachen;Nordrhein-Westfalen;;Rheinisch-Westfaelische Technische Hochschule Aachen - Fakultaet 4 - Maschinenwesen - Institut fuer fluidtechnische Antriebe und Steuerungen;5334002;Aachen, Stadt;Aachen;Nordrhein-Westfalen;;Verbundprojekt: Hochfrequenter Piezo-Antrieb fuer kraftkompensierte Stetigventile (StetigVent) - Teilvorhaben: Hochfrequenter Piezo-Antrieb fuer Kraftkompensierte Stetigventile;GD3182;Entwicklung von Standardbauteilen von Mikrosystemen;1011997;31121999;276105;Technologie- und Innovationsfoerderung;Hochfrequenter Piezo-Antrieb fuer kraftkompensierte Stetigventile (StetigVent)
16SV651 /1;BMBF;522;PT-VDI/VDE;TZ-MS;Elektromechanik GmbH;9764000;Memmingen;Memmingen;Bayern;;Elektromechanik GmbH;9764000;Memmingen;Memmingen;Bayern;;Verbundprojekt: Hochfrequenter Piezo-Antrieb fuer kraftkompensierte Stetigventile (StetigVent) - Teilvorhaben: Weguebersetzer und Sensorik fuer Piezoantriebe;GD3181;Weiterentwicklung der Systemtechniken;1011997;31121999;45459;Technologie- und Innovationsfoerderung;Hochfrequenter Piezo-Antrieb fuer kraftkompensierte Stetigventile (StetigVent)
16SV652 /2;BMBF;522;PT-VDI/VDE;TZ-MS;CeramTec GmbH;8116056;Plochingen, Stadt;Plochingen;Baden-Wuerttemberg;;CeramTec GmbH;9574138;Lauf a.d.Pegnitz, St;Lauf a.d.Pegnitz;Bayern;;Verbundprojekt: Hochfrequenter Piezo-Antrieb fuer kraftkompensierte Stetigventile (StetigVent) - Teilvorhaben: Piezoaktoren;GD3184;Entwicklung der Fertigungstechnik fuer Mikrosysteme;1011997;31121999;54859;Technologie- und Innovationsfoerderung;Hochfrequenter Piezo-Antrieb fuer kraftkompensierte Stetigventile (StetigVent)
13N7011 /6;BMBF;514;PT-VDI;TZ-PT;innogy SE;5113000;Essen, Stadt;Essen;Nordrhein-Westfalen;;innogy SE;5113000;Essen, Stadt;Essen;Nordrhein-Westfalen;;Verbundprojekt: Untersuchungen zum HTC-Mikro-SMES - Teilvorhaben: Operationseigenschaften und Einsatzpotential von HTC-Mikro-SMES-Speichersystemen;L04031;Energietechnik;31031997;28022001;38406;Technologie- und Innovationsfoerderung;Untersuchungen zum HTC SMES
13N7112 /4;BMBF;514;PT-VDI;TZ-PT;Institut fuer Luft- und Kaeltetechnik gemeinnuetzige Gesellschaft mbH;14612000;Dresden, Stadt;Dresden;Sachsen;;Institut fuer Luft- und Kaeltetechnik gemeinnuetzige Gesellschaft mbH;14612000;Dresden, Stadt;Dresden;Sachsen;;Verbundprojekt: Geophysikalisches RMS-Verfahren mit HTC-SQUID - Teilvorhaben: Kryostaten mit hoher magnetischer Transparenz fuer das Geophysikalische Radiomagnetische Sondierungsverfahren (RMS) mit HTC-SQUID;L04032;Sensorik;1031997;28022000;289903;Technologie- und Innovationsfoerderung;Geophysikalische RMS-Verfahren mit HTC-SQUID
13N7113 /5;BMBF;514;PT-VDI;TZ-PT;Ernst-Abbe-Hochschule Jena University of Applied Sciences;16053000;Jena, Stadt;Jena;Thueringen;;Ernst-Abbe-Hochschule Jena University of Applied Sciences;16053000;Jena, Stadt;Jena;Thueringen;;Verbundprojekt: Nichtlineare EKG-Analysen zur Risikostratifizierung und Therapiebeurteilung von Herzpatienten - Teilvorhaben: Frueherkennung des ploetzlichen Herztodes;L06020;Nichtlineare Dynamik;1031997;31081999;244398;Technologie- und Innovationsfoerderung;Nichtlineare EKG-Analysen zur Risikostratifizierung und Therapiebeurteilung von Herzpatienten
1471086 /5;BMBF;727;PT-UBA;III 3;Helmholtz-Zentrum fuer Umweltforschung GmbH - UFZ;14713000;Leipzig, Stadt;Leipzig;Sachsen;;Helmholtz-Zentrum fuer Umweltforschung GmbH - UFZ - Sektion Umweltmikrobiologie;14713000;Leipzig, Stadt;Leipzig;Sachsen;;Verbundvorhaben: Untersuchungen zum mikrobiologischen Abbau von Restoelfraktionen unter Einsatz von fettsaeuremodifizierten Aminosaeuren - Teilprojekt 1: Erhoehung der Bioverfuegbarkeiten;FC1040;Erfassung und Bewertung von Altlasten;1071997;28021999;84677;Forschung und Entwicklung zur Daseinsvorsorge;
02PV1264/0;BMBF;521;PTKA;PFT (KA);SMT & HY- BRID GmbH;14612000;Dresden, Stadt;Dresden;Sachsen;;SMT & HY- BRID GmbH;14612000;Dresden, Stadt;Dresden;Sachsen;;Verbundprojekt: Verfahrens- und Anlagenentwicklung zum plasmagestuetzten Reflowloeten elektronischer Baugruppen - Teilvorhaben: Qualifizierung des plasmagestuetzten Reflowloetens fuer den Fertigungseinsatz;M09010;Produktentwicklungsmethoden und Produktionsverfahren;1011997;31032000;275921;Technologie- und Innovationsfoerderung;Verfahrens- und Anlagenentwicklung zum plasmagestuetzten Reflowloeten elektronischer Baugruppen
02PV2502/1;BMBF;521;PTKA;PFT (KA);HECKERT-Umwelttechnik GmbH;14511000;Chemnitz, Stadt;Chemnitz;Sachsen;;HECKERT-Umwelttechnik GmbH;14511000;Chemnitz, Stadt;Chemnitz;Sachsen;;Verbundprojekt: Methoden zur Verbesserung der Kreislaufeignung von Einfach- und Komplexgeraeten (ProMeKreis) - Teilvorhaben: Planung von Verwertungsanlagen;M09020;Wirtschaften in Kreislaeufen;1121996;29022000;114529;Technologie- und Innovationsfoerderung;Methoden zur Verbesserung der Kreislaufeignung von Einfach- und Komplexgeraeten (ProMeKreis)
1501096 /9;BMWi;IIA6;PT-GRS;FB-ZA;Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V.;9162000;Muenchen, Landeshauptstadt;Muenchen;Bayern;;Fraunhofer-Institut fuer Zerstoerungsfreie Pruefverfahren (IZFP);10041100;Saarbruecken, Landeshauptstadt;Saarbruecken;Saarland;;Erfassung und Bewertung des plastischen Schaedigungsverhaltens von Kraftwerkskomponenten unter mechanischer und thermozyclischer Belastung;EC8320;Qualitaetssicherung (Reaktorsicherheit), zerstoerungsfreie Pruefverfahren;1101997;31122002;563648;Technologie- und Innovationsfoerderung;
02PV1284/2;BMBF;521;PTKA;PFT (KA);Wittmann Robot Systeme GmbH;9574156;Schwaig b.Nuernberg;Schwaig b.Nuernberg;Bayern;;Wittmann Robot Systeme GmbH;9574156;Schwaig b.Nuernberg;Schwaig b.Nuernberg;Bayern;;Verbundprojekt: Metallpulverspritzguss fuer hochwertige Edelstahlbauteile - Arbeitsschwerpunkt: Handhabungssystem;M09010;Produktentwicklungsmethoden und Produktionsverfahren;1071997;30062000;26085;Technologie- und Innovationsfoerderung;Metallpulverspritzguss fuer hochwertige Edelstahlbauteile
18S0128 /9;BMWi;IVD1;PT-J;MGS1;J. G. Hitzler Schiffswerft und Maschinenfabrik GmbH & Co. KG;1053083;Lauenburg/ Elbe, Stadt;Lauenburg;Schleswig-Holstein;;J. G. Hitzler Schiffswerft und Maschinenfabrik GmbH & Co. KG;1053083;Lauenburg/ Elbe, Stadt;Lauenburg;Schleswig-Holstein;;Organisatorische und technische Restrukturierung von kleinen und mittleren Werften;HB3060;Schiffsfertigungstechnik (abgeschlossen);1031997;31101997;72225;Forschung und Entwicklung zur Daseinsvorsorge;
G539402Y/3;BMBF;415;BF;;Deutsches Studentenwerk e.V. (DSW);5314000;Bonn, Stadt;Bonn;Nordrhein-Westfalen;;Deutsches Studentenwerk e.V. (DSW);5314000;Bonn, Stadt;Bonn;Nordrhein-Westfalen;;Foerderung des mittel- und osteuropaeischen Arbeitsbereich des Deutschen Studentenwerks e.V.;RE8050;Wissenschaftliche Zusammenarbeit mit anderen Staaten (soweit nicht in anderen Bereichen);1031997;31051998;66453;Technologie- und Innovationsfoerderung;
50TT9733/5;BMWi;IVD5;DLR-RFM;RD-RR;Rheinische Friedrich-Wilhelms-Universitaet Bonn;5314000;Bonn, Stadt;Bonn;Nordrhein-Westfalen;;Rheinische Friedrich-Wilhelms-Universitaet Bonn - Landwirtschaftliche Fakultaet - Photogrammetrie - Institut fuer Geodaesie und Geoinformation - Photogrammetrie;5314000;Bonn, Stadt;Bonn;Nordrhein-Westfalen;;System zur 3D-Objekterfassung fuer CAD und Virtual Reality Anwendungen;IB8030;KMU-Programm und Kommerzialisierung im Rahmen der Weltraumforschung und Weltraumtechnik;1031997;28021999;153387;Technologie- und Innovationsfoerderung;
06BN814I/0;BMBF;711;PT-GSI;PT-GSI;Rheinische Friedrich-Wilhelms-Universitaet Bonn;5314000;Bonn, Stadt;Bonn;Nordrhein-Westfalen;;Rheinische Friedrich-Wilhelms-Universitaet Bonn - Mathematisch-Naturwissenschaftliche Fakultaet - Physik/Astronomie - Physikalisches Institut;5314000;Bonn, Stadt;Bonn;Nordrhein-Westfalen;;Der Crystal-Barrel-Detektor an ELSA;U02039;Hadronen- und Kernphysik - Sonstiges;1041997;31032000;56242;Erkenntnisorientierte und programmuebergreifende Grundlagenforschung;
06BO813 /3;BMBF;711;PT-GSI;PT-GSI;Ruhr-Universitaet Bochum;5911000;Bochum, Stadt;Bochum;Nordrhein-Westfalen;;Ruhr-Universitaet Bochum - Fakultaet fuer Physik und Astronomie - Institut fuer Experimentalphysik I;5911000;Bochum, Stadt;Bochum;Nordrhein-Westfalen;;Hadronische Wechselwirkung und CP-Verletzung TP 1: BABAR/SLAC TP 2: TOF/COSY TP 3: Crystal Barrel/LEAR (Auswertung).;U02039;Hadronen- und Kernphysik - Sonstiges;1041997;31122000;579805;Erkenntnisorientierte und programmuebergreifende Grundlagenforschung;
06DD822I/0;BMBF;711;PT-GSI;PT-GSI;Technische Universitaet Dresden;14612000;Dresden, Stadt;Dresden;Sachsen;;Technische Universitaet Dresden - Fakultaet Mathematik und Naturwissenschaften - Fachrichtung Physik - Institut fuer Kern- und Teilchenphysik;14612000;Dresden, Stadt;Dresden;Sachsen;;Suche nach CP-Verletzung in B-Mesonen-Zerfaellen - Durchfuehrung von Experimenten mit dem COSY-TOF BABAR-Experiment am SLAC;U02035;Hadronen- und Kernphysik - Aktivitaeten an mehreren Beschleunigern;1041997;31122000;2469540;Erkenntnisorientierte und programmuebergreifende Grundlagenforschung;
06ER831 /3;BMBF;711;PT-GSI;PT-GSI;Friedrich-Alexander-Universitaet Erlangen-Nuernberg;9562000;Erlangen;Erlangen;Bayern;;Friedrich-Alexander-Universitaet Erlangen-Nuernberg - Naturwissenschaftliche Fakultaet - Department Physik - Physikalisches Institut;9562000;Erlangen;Erlangen;Bayern;;Polarisiertes Wasserstoff- und Deuterium-Gasttarget fuer das COSY-Experiment ANKE.;U02025;Hadronen- und Kernphysik - Aktivitaeten an COSY;1041997;31032000;237239;Erkenntnisorientierte und programmuebergreifende Grundlagenforschung;
06ER833 /5;BMBF;711;PT-GSI;PT-GSI;Friedrich-Alexander-Universitaet Erlangen-Nuernberg;9562000;Erlangen;Erlangen;Bayern;;Friedrich-Alexander-Universitaet Erlangen-Nuernberg - Naturwissenschaftliche Fakultaet - Department Physik - Physikalisches Institut;9562000;Erlangen;Erlangen;Bayern;;Neutrinoexperimente mit KARMEN;U02039;Hadronen- und Kernphysik - Sonstiges;1041997;31032000;87942;Erkenntnisorientierte und programmuebergreifende Grundlagenforschung;
06ER835 /7;BMBF;711;PT-GSI;PT-GSI;Friedrich-Alexander-Universitaet Erlangen-Nuernberg;9562000;Erlangen;Erlangen;Bayern;;Friedrich-Alexander-Universitaet Erlangen-Nuernberg - Naturwissenschaftliche Fakultaet - Department Physik - Physikalisches Institut;9562000;Erlangen;Erlangen;Bayern;;Durchfuehrung von Experimenten mit dem Flugzeitspektrometer 'COSY-TOF' am Kuehler-Synchrotron COSY sowie COMPASS-Experiment am CERN;U02021;Hadronen- und Kernphysik - Aktivitaeten beim CERN;1041997;31032000;431530;Erkenntnisorientierte und programmuebergreifende Grundlagenforschung;
06GI846 /7;BMBF;711;PT-GSI;PT-GSI;Justus-Liebig-Universitaet Giessen;6531005;Giessen, Universitaetsstadt;Giessen;Hessen;;Justus-Liebig-Universitaet Giessen - FB 07 - Mathematik und Informatik, Physik, Geographie - Physik - I. Physikalisches Institut;6531005;Giessen, Universitaetsstadt;Giessen;Hessen;;Messung von 2s-2p-uebergangsenergien in hochgeladenen He und Li-aehnlichen Ionen mit EUV-Spektroskopie.;U02032;Hadronen- und Kernphysik - Aktivitaeten bei GSI;1041997;31122000;94333;Erkenntnisorientierte und programmuebergreifende Grundlagenforschung;
06OF842 /8;BMBF;711;PT-GSI;PT-GSI;Johann Wolfgang Goethe-Universitaet Frankfurt am Main;6412000;Frankfurt am Main, Stadt;Frankfurt am Main;Hessen;;Johann Wolfgang Goethe-Universitaet Frankfurt am Main - FB 13 Physik - Institut fuer Theoretische Physik;6412000;Frankfurt am Main, Stadt;Frankfurt am Main;Hessen;;Teilvorhaben I: Simulation von Targets fuer die schwerioneninduzierte Fusion, Teilvorhaben II: Berechnung der Struktur exotischer Kerne in Hartree-Bogoliubov-Naeherung;U02032;Hadronen- und Kernphysik - Aktivitaeten bei GSI;1041997;31032000;158500;Erkenntnisorientierte und programmuebergreifende Grundlagenforschung;
06OR883 /0;BMBF;711;PT-GSI;PT-GSI;Universitaet Regensburg;9362000;Regensburg;Regensburg;Bayern;;Universitaet Regensburg - Naturwissenschaftliche Fakultaet II - Institut fuer Theoretische Physik I;9362000;Regensburg;Regensburg;Bayern;;Kollektive Dynamik und Teilchen-Korrelationen in relativistischen Schwerionenstoessen (Kurz: 'Teilchen-Korrelationen in SI-Stoessen');U02021;Hadronen- und Kernphysik - Aktivitaeten beim CERN;1041997;31032001;78015;Erkenntnisorientierte und programmuebergreifende Grundlagenforschung;
07OWI10 /6;BMBF;727;PT-GSF;PT-UKF;Universitaet Hohenheim;8111000;Stuttgart, Landeshauptstadt;Stuttgart;Baden-Wuerttemberg;;Universitaet Hohenheim - Institut fuer Haushalts- und Konsumoekonomik;8111000;Stuttgart, Landeshauptstadt;Stuttgart;Baden-Wuerttemberg;;Organisation und Auswertung eines Workshops 'Wege zu nachhaltigen Konsum-Mustern';FD4020;Produktstrategien;1021997;30061997;35471;Technologie- und Innovationsfoerderung;
01GB9606/6;BMBF;614;PT-DLR;GF;Gesellschaft zur Foerderung der Lufthygiene und Silikoseforschung e.V.;5111000;Duesseldorf, Stadt;Duesseldorf;Nordrhein-Westfalen;;Gesellschaft zur Foerderung der Lufthygiene und Silikoseforschung e.V.;5111000;Duesseldorf, Stadt;Duesseldorf;Nordrhein-Westfalen;;Immuntoxizitaet von Fremdstoffen bzw. ihren Metaboliten beim Menschen: Untersuchungen zur aethiopathogenese von Autoimmunkrankheiten bzw. Allergien.;AA0280;Forschung zu Rahmenbedingungen / ELSA;1011997;31121997;62787;Technologie- und Innovationsfoerderung;
01GE9626/7;BMBF;614;PT-DLR;GF;Roche Diagnostics GmbH;8222000;Mannheim, Universitaetsstadt;Mannheim;Baden-Wuerttemberg;;Roche Diagnostics GmbH - Werk Penzberg - Abt. LP-DO;9190141;Penzberg, St;Penzberg;Bayern;;Verbundprojekt: Gentherapie von Nieren- und Prostatakarzinomen - Entwicklung von Methoden fuer die GMP-Produktion von Vektoren fuer die Gentherapie;AA0120;Nervensystem und Psyche;1031997;29022000;525010;Technologie- und Innovationsfoerderung;Gentherapie von Nieren- und Prostatakarzinomen
01HH883A/8;BMBF;521;PT-DLR;AT;Danone GmbH;9162000;Muenchen, Landeshauptstadt;Muenchen;Bayern;;Danone GmbH;9162000;Muenchen, Landeshauptstadt;Muenchen;Bayern;;Verbundprojekt: Flexible Produktion und erfahrungsgeleitete Zusammenarbeit Entlang Prozessketten (PROZESS) - Teilvorhaben: Autonome Fertigungseinheit;JA2020;Menschengerechte Anwendung neuer Technologien in der Produktion;22051996;31121997;25359;Technologie- und Innovationsfoerderung;Flexible Produktion und erfahrungsgeleitete Zusammenarbeit entlang Prozessketten (Prozess)
01KI9602/1;BMBF;615;PT-DLR;GF;Eberhard Karls Universitaet Tuebingen;8416041;Tuebingen, Universitaetsstadt;Tuebingen;Baden-Wuerttemberg;;Eberhard-Karls-Universitaet Tuebingen - Universitaetsklinikum und Medizinische Fakultaet - Institut fuer medizinische Virologie und Epidemiologie der Viruskrankheiten;8416041;Tuebingen, Universitaetsstadt;Tuebingen;Baden-Wuerttemberg;;Komplikationen der Organtransplantationen durch Herpesviren: TP1: Infektion von Endothelzellen und Makrophagen durch HCMV, TP2: Spezifitaet und Funktion protektiver T-Zell-Immunreaktionen gegen HCMV.;AA0110;Infektion;1011997;30042000;345129;Technologie- und Innovationsfoerderung;
01KI9604/7;BMBF;615;PT-DLR;GF;Albert-Ludwigs-Universitaet Freiburg;8311000;Freiburg im Breisgau, Stadt;Freiburg im Breisgau;Baden-Wuerttemberg;;Albert-Ludwigs-Universitaet Freiburg - Universitaetsklinikum - Institut fuer Medizinische Mikrobiologie und Hygiene;8311000;Freiburg im Breisgau, Stadt;Freiburg;Baden-Wuerttemberg;;Komplikation der Organtransplantationen durch Herperviren: Die Rolle des Glykoproteins B in der Pathogenese der HCMV-Infektion;AA0110;Infektion;1021997;31032000;218847;Technologie- und Innovationsfoerderung;
02PV1281/4;BMBF;521;PTKA;PFT (KA);Polyfour Entwicklungs- und Vertriebs-GmbH;5358008;Dueren, Stadt;Dueren;Nordrhein-Westfalen;;Polyfour Entwicklungs- und Vertriebs-GmbH;5358008;Dueren, Stadt;Dueren;Nordrhein-Westfalen;;Verbundprojekt: Metallpulverspritzguss fuer hochwertige Edelstahlbauteile - Arbeitsschwerpunkt: Kontinuierliche Entbindung und Sinterung;M09010;Produktentwicklungsmethoden und Produktionsverfahren;1071997;30062000;185801;Technologie- und Innovationsfoerderung;Metallpulverspritzguss fuer hochwertige Edelstahlbauteile
01KI9657/0;BMBF;615;PT-DLR;GF;Ludwig-Maximilians-Universitaet Muenchen;9162000;Muenchen, Landeshauptstadt;Muenchen;Bayern;;Klinikum der Universitaet Muenchen - Campus Grosshadern - Medizinische Klinik und Poliklinik II;9162000;Muenchen, Landeshauptstadt;Muenchen;Bayern;;Verbund: Pathogenese der Hepatitis C Virus Infektion - Analyse der virusspezifischen T-Zell Antwort waehrend des chronischen Verlaufs der Infektion und unter Therapie mit Interferon;AA0110;Infektion;1021997;31012000;138969;Technologie- und Innovationsfoerderung;
01M2971 /4;BMBF;225;PT-DLR;ES;Universitaet Paderborn;5774032;Paderborn, Stadt;Paderborn;Nordrhein-Westfalen;;Universitaet Paderborn - Fakultaet fuer Naturwissenschaften - Department Physik;5774032;Paderborn, Stadt;Paderborn;Nordrhein-Westfalen;;Punktdefekte in Siliziumkarbid (SIC-Defekte);RE8050;Wissenschaftliche Zusammenarbeit mit anderen Staaten (soweit nicht in anderen Bereichen);1011997;31121998;29144;Technologie- und Innovationsfoerderung;
0311162 /4;BMBF;726;PT-J;BIO4;Humboldt-Universitaet zu Berlin;11000000;Berlin, Stadt;Berlin;Berlin;;Humboldt-Universitaet zu Berlin - Mathematisch-Naturwissenschaftliche Fakultaet I - Institut fuer Biologie;11000000;Berlin, Stadt;Berlin;Berlin;;Verbundprojekt: Thermostabile Biokatalysatoren - Teilvorhaben 1: Konstruktion und Gewinnung von modifizierten Endo-Xylanasen mit extremer Thermostabilitaet;B00401;Nachhaltige BioProduktion;1071997;30061999;132132;Technologie- und Innovationsfoerderung;Thermostabile Biokatalysatoren
0311317 /2;BMBF;613;PT-J;LGF2;Bayer Pharma Aktiengesellschaft;11000000;Berlin, Stadt;Berlin;Berlin;;Bayer Pharma Aktiengesellschaft;11000000;Berlin, Stadt;Berlin;Berlin;;Verbundprojekt: Protein-Kohlenhydrat-Wechselwirkungen fuer neue Kontrastmittel - Teilprojekt 1-3;AA0230;Systembiologie;1021997;31012001;1631914;Technologie- und Innovationsfoerderung;Protein-Kohlenhydrat-Wechselwirkungen
0329169B/0;BMWi;IIC6;PT-J;ESN3;KEA Klimaschutz- und Energieagentur Baden-Wuerttemberg GmbH;8212000;Karlsruhe, Stadt;Karlsruhe;Baden-Wuerttemberg;;KEA Klimaschutz- und Energieagentur Baden-Wuerttemberg GmbH;8212000;Karlsruhe, Stadt;Karlsruhe;Baden-Wuerttemberg;;Verbundprojekt: Deutsche Beteiligung am IEA ECBS ANNEX 33 - Advanced Local Energy Planning;EA2111;Parameterstudien, methodische Untersuchungen zu Versorgungskonzepten;1121996;31102000;318944;Technologie- und Innovationsfoerderung;IEA-ECBS ANNEX 33 - Advanced Local Energy Planning
02PV1320/4;BMBF;521;PTKA;PFT (KA);Technische Universitaet Muenchen;9162000;Muenchen, Landeshauptstadt;Muenchen;Bayern;;Technische Universitaet Muenchen - Fakultaet fuer Maschinenwesen - Institut fuer Werkzeugmaschinen und Betriebswissenschaften;9184119;Garching b.Muenchen, St;Garching b.Muenchen;Bayern;;Verbundprojekt: Fortschrittliche Produktionsprozesse fuer die Magnesiumver- und -bearbeitung (MADICA) - Teilprojekt: Prototypen-, Werkzeug- und Formenbau - Wissenschaftliche Begleitung - Teilvorhaben 4: Fuegen von Magnesiumbauteilen;M09010;Produktentwicklungsmethoden und Produktionsverfahren;1011997;31101999;547082;Technologie- und Innovationsfoerderung;MADICA
02PV1341/9;BMBF;521;PTKA;PFT (KA);Rheinisch-Westfaelische Technische Hochschule Aachen;5334002;Aachen, Stadt;Aachen;Nordrhein-Westfalen;;Rheinisch-Westfaelische Technische Hochschule Aachen - Fakultaet fuer Maschinenwesen - Werkzeugmaschinenlabor (WZL);5334002;Aachen, Stadt;Aachen;Nordrhein-Westfalen;;Verbundprojekt: Fortschrittliche Produktionsprozesse fuer die Magnesiumver- und -bearbeitung (MADICA) - Teilprojekt 3: Sichere Magnesiumbearbeitung - wissenschaftliche Begleitforschung - Maschinenbau;M09010;Produktentwicklungsmethoden und Produktionsverfahren;1011997;30062000;713776;Technologie- und Innovationsfoerderung;MADICA
